569.569,352.09
449.92,522.378
664.585,222.814
290.913,714.593
290.913,714.593
40.9477,503.884
700.231,693.976
192.461,207.751
318.062,475.961
892.168,371.908
769.971,358.088
145.452,661.248
1048.19,565.489
349.568,218.735
773.586,406.72
419.981,192.67
965.283,360.183
800.956,352.132
689.69,413.416
438.943,387.815
281.669,638.876
509.136,552.032
1037.86,655.487
567.886,522.32
451.265,633.814
69.7905,647.432
419.748,686.093
599.437,334.968
981.701,361.177
95.7243,689.353
495.357,379.401
871.854,496.282
981.701,361.177
981.701,361.177
262.493,663.629
581.561,560.123
784.123,409.14
976.383,361.517
761.869,362.601
95.7243,689.353
1041.47,210.918
97.6529,522.457
387.811,359.507
318.062,475.961
459.197,467.239
557.487,400.711
454.562,685.198
259.186,688.216
742.536,529.38
296.019,145.278
911.329,689.963
559.826,215.88
497.881,141.44
473.102,140.472
296.259,332.164
1035.41,361.131
616.797,224.446
259.014,684.546
360.802,656.349
1058.61,379.297
716.898,636.823
1039.61,124.587
95.7184,667.915
44.6443,458.157
24.5807,347.12
419.972,685.452
254.128,329.156
97.6908,357.537
97.6908,357.537
331.776,674.353
445.224,712.635
885.641,128.907
731.869,379.888
320.973,393.856
99.1107,390.474
824.869,676.154
349.929,464.642
5.28794,341.776
513.3,687.963
101.186,646.974
660.476,698.337
227.014,688.147
1013.82,645.617
456.969,682.9
64.2181,628.011
471.56,380.939
539.786,529.166
575.594,636.357
921.702,710.998
259.759,693.364
883.666,355.793
605.697,556.068
263.121,487.29
463.446,40.4111
274.993,460.665
590.183,299.735
861.5,237.661
379.948,347.506
561.04,649.523
1037.86,655.487
154.107,186.324
290.913,714.593
290.913,714.593
690.865,355.852
1040.11,368.585
406.926,174.388
140.486,348.6
908.517,551.087
179.882,504.988
308.351,509.835
978.999,540.724
856.248,675.056
911.329,689.963
883.666,355.793
689.69,413.416
689.69,413.416
333.169,482.909
34.1254,316.671
713.296,114.046
664.301,341.501
911.787,356.809
170.358,491.608
387.811,359.507
539.786,529.166
49.9178,121.106
784.123,409.14
161.57,368.495
78.614,367.312
170.086,649.577
462.17,463.514
40.4152,627
354.06,13.337
574.412,173.83
676.627,513.072
295.235,483.424
1058.36,671.884
154.275,73.8749
43.8493,370.32
144.579,389.191
116.144,499.276
877.606,649.622
558.816,677.428
278.289,690.484
326.611,482.573
10.7366,372.223
316.904,461.509
202.993,166.244
1041.47,210.918
984.198,519.947
10.7366,372.223
270.68,210.986
535.218,410.974
388.557,708.857
459.766,400.301
108.475,669.117
691.449,237.774
45.7163,323.102
921.534,572.042
11.4617,489.032
14.7852,335.964
357.009,14.1609
578.732,373.358
736.408,636.307
491.921,408.671
302.962,324.727
131.463,317.124
667.514,360.27
316.402,666.665
346.13,385.762
15.9793,362.217
15.9793,362.217
354.06,13.337
430.808,330.719
56.4612,357.184
216.021,664.952
184.969,358.487
779.727,555.844
175.312,474.703
579.449,178.191
770.533,197.814
1058.61,379.297
64.2181,628.011
897.522,405.9
944.058,395.396
156.629,365.319
742.536,529.38
446.601,366.432
829.617,543.065
604.088,638.175
696.592,644.175
20.6247,321.507
161.177,685.922
1026.49,371.383
24.5807,347.12
24.5807,347.12
212.436,347.057
331.776,674.353
829.617,543.065
216.539,201.228
786.265,158.538
212.436,347.057
1041.47,210.918
1041.47,210.918
811.472,355.848
61.3503,317.815
632.931,700.426
27.4417,354.445
548.291,278.86
329.947,520.752
511.959,634.927
1022.29,371.442
349.522,188.81
1027.85,695.62
1027.85,695.62
432.209,383.892
644.872,527.582
568.283,370.347
451.461,518.302
884.407,404.47
703.343,528.269
34.1254,316.671
713.142,557.871
87.2382,325.233
589.64,357.241
97.6529,522.457
430.914,344.014
430.914,344.014
449.498,338.584
469.838,60.4851
885.641,128.907
452.099,466.965
33.0757,674.791
603.673,257.325
838.553,236.769
342.087,377.549
456.32,45.1724
523.106,394.978
42.8257,465.218
42.8257,465.218
451.451,508.076
111.072,496.182
736.408,636.307
42.0701,364.648
44.6443,458.157
432.209,383.892
43.8493,370.32
671.578,229.36
812.939,105.848
252.143,433.684
713.296,114.046
167.717,493.125
292.257,703.919
45.7163,323.102
622.363,196.079
965.659,670.437
255.184,667.384
115.136,354.935
992.649,398.837
828.742,673.018
491.921,408.671
349.568,218.735
842.281,544.387
536.202,689.869
276.682,340.524
449.92,522.378
286.098,648.019
276.682,340.524
493.592,492.683
